step,epoch,train_loss,train_acc,val_loss,val_acc,test_acc
2,19,0.05361990797069618,0.985133020344288,0.017163217102444225,0.996,1.0
2,20,0.03962166433941124,0.9886541471048513,0.017224829578616967,0.996,1.0
2,21,0.041172573925906876,0.9855242566510172,0.012372686602951337,0.9986666666666667,1.0
2,22,0.0384644049996618,0.9890453834115805,0.015265884545010825,0.9946666666666667,1.0
2,23,0.05085521068202451,0.9823943661971831,0.05795923587998065,0.9733333333333334,1.0
2,24,0.05059767010911763,0.9800469483568075,0.025659880868949887,0.992,1.0
2,25,0.05819814474976305,0.9780907668231612,0.01926181682579528,0.996,1.0
2,26,0.02927488485768041,0.9894366197183099,0.014733028466255443,0.9973333333333333,1.0
2,27,0.029552043621109126,0.9921752738654147,0.009605723235445111,0.9986666666666667,1.0
2,28,0.019255062996618253,0.9949139280125195,0.01484027163653324,0.9973333333333333,1.0
2,29,0.017636391803904996,0.9945226917057903,0.006663130234748678,0.9973333333333333,1.0
2,30,0.043670840863450335,0.985133020344288,0.015685875757442166,0.996,1.0
2,31,0.0476493954415111,0.9839593114241002,0.007586100186363183,1.0,1.0
2,32,0.021129164347025758,0.9925665101721439,0.02228535727407628,0.9933333333333333,1.0
2,33,0.014403910568517418,0.9964788732394366,0.0053783306758847784,0.9973333333333333,1.0
2,34,0.012063537469987812,0.9956964006259781,0.004009599310335034,0.9986666666666667,1.0
2,35,0.015197306911858945,0.9964788732394366,0.00972798276288207,0.9973333333333333,1.0
2,36,0.01470872878384119,0.9945226917057903,0.011256850255080888,0.9986666666666667,1.0
2,37,0.008423386555761157,0.9960876369327074,0.0051085461274866855,0.9986666666666667,1.0
2,38,0.025147187812122662,0.991001564945227,0.034292232866787044,0.9826666666666667,1.0
2,39,0.016337421713236586,0.9945226917057903,0.005838227856225179,0.9973333333333333,1.0
2,40,0.013723536064601992,0.9956964006259781,0.0011295761357371626,1.0,1.0
2,41,0.01789553732070518,0.994131455399061,0.04639590881873179,0.9826666666666667,1.0
2,42,0.017201569709265153,0.9945226917057903,0.010648276021080164,0.9973333333333333,1.0
2,43,0.022810481872018982,0.9921752738654147,0.0031621621609374414,1.0,1.0
2,44,0.01160086220617119,0.9964788732394366,0.0014565268213236778,1.0,1.0
2,45,0.004939952259755756,0.9980438184663537,0.0028324693737831696,1.0,1.0
2,46,0.023095819665336213,0.9917840375586855,0.0021725796805305135,1.0,1.0
2,47,0.005913054686151183,0.9984350547730829,0.00898631455340789,0.9973333333333333,1.0
2,48,0.008946826928444585,0.9968701095461658,0.010258048507486213,0.996,1.0
2,49,0.02271016999708958,0.9925665101721439,0.010854167643119582,0.996,1.0
2,50,0.016277566001056773,0.9949139280125195,0.001426629604302434,1.0,1.0
3,1,1.5698870905501556,0.34663536776212833,0.8529821163813273,0.592,1.0
3,2,0.7860003928996401,0.6318466353677621,0.5176976287936171,0.7253333333333334,1.0
3,3,0.5980072596076882,0.7143974960876369,0.41203143588701885,0.792,1.0
3,4,0.5000403651235995,0.7769953051643192,0.42797943456967674,0.7986666666666666,1.0
3,5,0.39669927124499527,0.8215962441314554,0.22524844535750646,0.8906666666666667,1.0
3,6,0.3253557280941935,0.8470266040688575,0.19930676954239607,0.9106666666666666,1.0
3,7,0.32841346997050613,0.8493740219092332,0.21793121215080222,0.9013333333333333,1.0
3,8,0.26869045242270767,0.88302034428795,0.1432045757435262,0.952,1.0
3,9,0.23743911593546144,0.892018779342723,0.11013247027162773,0.956,1.0
3,10,0.22389192100328645,0.9123630672926447,0.1570089173739155,0.944,1.0
3,11,0.18195507739537944,0.9264475743348983,0.17450830762041733,0.9173333333333333,1.0
3,12,0.19241389025918007,0.9248826291079812,0.08570180281787179,0.9706666666666667,1.0
3,13,0.19201712565662715,0.918622848200313,0.06455722941209872,0.984,1.0
3,14,0.15305934627197904,0.9428794992175273,0.0748665989090805,0.96,1.0
3,15,0.1341280103639258,0.9514866979655712,0.04411851566564292,0.9933333333333333,1.0
3,16,0.09595952390551754,0.9620500782472613,0.037878846507092626,0.9866666666666667,1.0
3,17,0.1107847616659457,0.9561815336463224,0.053495566946764786,0.98,1.0
3,18,0.10179514492131735,0.9643974960876369,0.02198509819759056,0.9986666666666667,1.0
3,19,0.08533140227595032,0.9698748043818466,0.020392770823285295,0.9946666666666667,1.0
3,20,0.07991535974453685,0.9741784037558685,0.015693453362890675,0.9973333333333333,1.0
3,21,0.0810856107908049,0.9694835680751174,0.023488349420527813,0.9933333333333333,1.0
3,22,0.06832352595430025,0.9753521126760564,0.021574808645712134,0.988,1.0
3,23,0.055727392913123626,0.979264475743349,0.023248103287847093,0.988,1.0
3,24,0.05066462393109694,0.9843505477308294,0.01372007533138094,0.996,1.0
3,25,0.04284185960492431,0.9847417840375586,0.005159875685504327,1.0,1.0
3,26,0.045058887068572834,0.9855242566510172,0.004204590250272304,1.0,1.0
3,27,0.037442098005859875,0.9863067292644757,0.006028707783979674,0.9986666666666667,1.0
3,28,0.028392689688792903,0.9917840375586855,0.0026142054208903574,1.0,1.0
3,29,0.028605941583946092,0.9913928012519562,0.0019200669469622274,1.0,1.0
3,30,0.02512100831797151,0.9925665101721439,0.0032473762927329518,1.0,1.0
3,31,0.04367527196071576,0.9890453834115805,0.005622368415932821,1.0,1.0
3,32,0.03057933080408005,0.9917840375586855,0.007982545859198581,0.996,1.0
3,33,0.021234985359260123,0.994131455399061,0.008383621466273326,0.9986666666666667,1.0
3,34,0.01282620191441467,0.9960876369327074,0.0013779145057002703,1.0,1.0
3,35,0.00709537860468476,0.9984350547730829,0.0006627735274819315,1.0,1.0
3,36,0.008319355722597664,0.9976525821596244,0.0004940048334281831,1.0,1.0
3,37,0.01842983254876078,0.9945226917057903,0.002513658223290501,1.0,1.0
3,38,0.015302684812854643,0.9960876369327074,0.000611969628253064,1.0,1.0
3,39,0.03409149485213189,0.9913928012519562,0.00609808400827266,0.9973333333333333,1.0
3,40,0.024529374557647837,0.9917840375586855,0.0016865136700571384,1.0,1.0
3,41,0.013378224964167067,0.9968701095461658,0.0019275782018211582,0.9986666666666667,1.0
3,42,0.015668731224169324,0.994131455399061,0.00121383690947755,1.0,1.0
3,43,0.01801536310398922,0.9929577464788732,0.0033114791143402725,0.9986666666666667,1.0
3,44,0.005758306793284643,0.9984350547730829,0.0002442274486115821,1.0,1.0
3,45,0.023641129563134806,0.9917840375586855,0.003898254137748154,1.0,1.0
3,46,0.015617514858444998,0.9956964006259781,0.00040032480954929877,1.0,1.0
3,47,0.012874852131324542,0.9960876369327074,0.001007168790644452,1.0,1.0
3,48,0.009071095414271691,0.9968701095461658,0.0065625056701004115,1.0,1.0
3,49,0.02273034721835923,0.9921752738654147,0.0018962985175748296,0.9986666666666667,1.0
3,50,0.008463322991506723,0.9984350547730829,0.010413540393677067,0.9973333333333333,1.0
3,51,0.01469574698155195,0.9945226917057903,0.001569635048975518,0.9986666666666667,1.0
3,52,0.025077605760490146,0.9913928012519562,0.0008698970911182376,1.0,1.0
3,53,0.007023383749769898,0.9980438184663537,0.001262164864213749,1.0,1.0
3,54,0.006569568764413627,0.9984350547730829,0.00024049836995087995,1.0,1.0
4,1,1.800382952361786,0.215962441314554,1.440788017908732,0.41733333333333333,1.0
4,2,1.3499262495219988,0.39123630672926446,0.9898058732350667,0.52,1.0
4,3,1.028783356266589,0.513302034428795,0.7158657387097677,0.624,1.0
4,4,0.811202090577527,0.5942879499217527,0.5832290094693502,0.6893333333333334,1.0
4,5,0.7335686004590913,0.6400625978090767,0.48396067998806636,0.7826666666666666,1.0
4,6,0.6612657871044857,0.685054773082942,0.46594193124771116,0.7626666666666667,1.0
4,7,0.5532693944066903,0.7386541471048513,0.3495103761851788,0.8546666666666667,1.0
4,8,0.502224498138368,0.755868544600939,0.3528441959222158,0.84,1.0
4,9,0.46211143493279233,0.7918622848200313,0.3086450584307313,0.844,1.0
4,10,0.4183383499605928,0.810641627543036,0.23755720218022663,0.904,1.0
4,11,0.3640974468095388,0.8360719874804382,0.2869255426172167,0.8506666666666667,1.0
4,12,0.35701148223615775,0.846244131455399,0.178107020907104,0.9306666666666666,1.0
4,13,0.3067141971631043,0.8701095461658842,0.19470357788850864,0.92,1.0
4,14,0.278518429011433,0.8896713615023474,0.1278446424007416,0.952,1.0
4,15,0.22347171077612607,0.9143192488262911,0.13577287037701657,0.9373333333333334,1.0
4,16,0.20545963429975583,0.9256651017214398,0.06741069744030635,0.98,1.0
4,17,0.1759784201827594,0.9291862284820032,0.0513621404231526,0.984,1.0
4,18,0.1694925341504467,0.9362284820031299,0.041529402266101294,0.992,1.0
4,19,0.15342738614628945,0.9440532081377152,0.03837160529351483,0.9933333333333333,1.0
4,20,0.11221255724652086,0.9608763693270735,0.024008255659913023,0.9946666666666667,1.0
4,21,0.10401459969871667,0.965962441314554,0.02376441266698142,0.9906666666666667,1.0
4,22,0.08752619169057815,0.9710485133020345,0.017497542455249156,0.9946666666666667,1.0
4,23,0.1008993506268343,0.9671361502347418,0.021480722634199385,0.992,1.0
4,24,0.06846407384659763,0.9773082942097027,0.00737571704830043,1.0,1.0
4,25,0.05671316137207972,0.9796557120500783,0.015689673912595025,0.9946666666666667,1.0
4,26,0.054472434589513966,0.9827856025039123,0.004693361220726122,1.0,1.0
4,27,0.06227499472796451,0.979264475743349,0.0058304096438223495,1.0,1.0
4,28,0.05375783997026734,0.985133020344288,0.007671577757728907,0.9973333333333333,1.0
4,29,0.04624949633661243,0.9859154929577465,0.006462634454896033,0.9973333333333333,1.0
4,30,0.054889276961858656,0.985133020344288,0.012515339109471824,0.9946666666666667,1.0
4,31,0.03287124443152141,0.9874804381846636,0.005860578703058612,0.9973333333333333,1.0
4,32,0.03142267129499121,0.991001564945227,0.0028385646339156665,0.9986666666666667,1.0
4,33,0.03510460759045233,0.9886541471048513,0.005854740800494862,0.9973333333333333,1.0
4,34,0.03629580277115899,0.9882629107981221,0.0033612108712198583,1.0,1.0
4,35,0.03734892537614771,0.9886541471048513,0.0017877826424664818,1.0,1.0
4,36,0.03648015066503266,0.9894366197183099,0.0014027749548270853,1.0,1.0
4,37,0.03755095058138277,0.9870892018779343,0.0014411576936690835,1.0,1.0
4,38,0.036608940281895035,0.9878716744913928,0.0017359198580543308,1.0,1.0
4,39,0.02154617739443453,0.9929577464788732,0.0010975502893027927,1.0,1.0
4,40,0.06463079546331917,0.9773082942097027,0.002077734429957976,1.0,1.0
4,41,0.019290552134558207,0.9945226917057903,0.00510578864959704,0.9973333333333333,1.0
4,42,0.025123618539868737,0.9945226917057903,0.0007816260960692792,1.0,1.0
4,43,0.019930488831496247,0.9945226917057903,0.0022347078625736382,1.0,1.0
4,44,0.03229880388622086,0.9902190923317684,0.0018636265763379925,1.0,1.0
4,45,0.02475828247498983,0.9917840375586855,0.0013639135836474453,1.0,1.0
4,46,0.02395842860216721,0.9953051643192489,0.0021565087128644035,1.0,1.0
4,47,0.01003557570382125,0.9956964006259781,0.0001612364578541019,1.0,1.0
4,48,0.01399401021197275,0.9949139280125195,0.0006351199491488539,1.0,1.0
4,49,0.020320157533590223,0.9937402190923318,0.0005541253472450383,1.0,1.0
4,50,0.033128054435612675,0.9906103286384976,0.010858405346322495,0.996,1.0
4,51,0.0126430606591575,0.9980438184663537,0.0011056340024467013,1.0,1.0
4,52,0.009741563402977663,0.9980438184663537,0.0012353583018846924,1.0,1.0
4,53,0.009114538586854421,0.9980438184663537,0.00011900145579177964,1.0,1.0
4,54,0.01810088849783888,0.994131455399061,0.001551638771959309,1.0,1.0
4,55,0.01369405854843172,0.9949139280125195,0.0027310539155369043,0.9986666666666667,1.0
4,56,0.020262426179680677,0.9945226917057903,0.0006573857362775471,1.0,1.0
4,57,0.02497113115501813,0.9921752738654147,0.00032861933587688934,1.0,1.0
5,1,1.8675466928870093,0.2222222222222222,1.294189608891805,0.4493333333333333,1.0
5,2,1.3300580306791923,0.4471830985915493,0.7850116554896037,0.5986666666666667,1.0
5,3,0.9942745145684303,0.545774647887324,0.6447611832618714,0.68,1.0
5,4,0.885965796516908,0.5880281690140845,0.531923595627149,0.7413333333333333,1.0
5,5,0.7752078789314008,0.6482785602503912,0.45339245079954466,0.8066666666666666,1.0
5,6,0.705935196417598,0.6811424100156495,0.3847824742545684,0.8426666666666667,1.0
5,7,0.6462691267704553,0.6971830985915493,0.36816927039126557,0.788,1.0
5,8,0.5855786605433493,0.7331768388106417,0.30904951530198255,0.88,1.0
5,9,0.5239765371701713,0.7656494522691706,0.2945550505941113,0.8746666666666667,1.0
5,10,0.49899660841400073,0.7816901408450704,0.23840781609714032,0.9093333333333333,1.0
5,11,0.45245255807382584,0.8067292644757433,0.1949690908504029,0.936,1.0
5,12,0.38000519188916737,0.8427230046948356,0.1646157975445191,0.948,1.0
5,13,0.35364494464580254,0.8603286384976526,0.14049395259531836,0.952,1.0
5,14,0.2825774153540019,0.88302034428795,0.1463422484630719,0.924,1.0
5,15,0.2704164460884387,0.8955399061032864,0.08610086018623163,0.9733333333333334,1.0
5,16,0.29935987118823987,0.8834115805946792,0.07040407632229229,0.988,1.0
5,17,0.23272289380034744,0.9096244131455399,0.035850494633972024,0.992,1.0
5,18,0.22735239311189906,0.9123630672926447,0.031313597846776245,0.9986666666666667,1.0
5,19,0.21494543580382083,0.92018779342723,0.025237942361903454,0.9906666666666667,1.0
5,20,0.1936293668310407,0.9315336463223787,0.018542790717755754,0.9946666666666667,1.0
5,21,0.19370836933057448,0.9311424100156495,0.01304448825175253,0.9986666666666667,1.0
5,22,0.18774600394641477,0.9299687010954617,0.010645146782354762,0.9986666666666667,1.0
5,23,0.15550497479748465,0.9436619718309859,0.007542603183634734,0.9986666666666667,1.0
5,24,0.15997083897881664,0.939358372456964,0.007999124030446789,0.9986666666666667,1.0
5,25,0.1398701700432946,0.9417057902973396,0.00797700941755708,0.9973333333333333,1.0
5,26,0.13065328463002548,0.9518779342723005,0.005017297544135848,0.9986666666666667,1.0
5,27,0.12900789298921683,0.9546165884194053,0.007861928702215665,0.9973333333333333,1.0
5,28,0.12069045203841394,0.9557902973395931,0.008040743981046641,0.9986666666666667,1.0
5,29,0.1185947126812405,0.9546165884194053,0.00449997112853301,0.9986666666666667,1.0
5,30,0.10995422019761679,0.9608763693270735,0.0017039971450382534,0.9986666666666667,1.0
5,31,0.08847657737434377,0.9675273865414711,0.0021592974029578426,0.9986666666666667,1.0
5,32,0.09560342726235005,0.9671361502347418,0.004696482695173396,0.9986666666666667,1.0
5,33,0.10212218534078957,0.9608763693270735,0.0021653026030732385,1.0,1.0
5,34,0.09794786241756685,0.9647887323943662,0.002181130986240229,0.9986666666666667,1.0
5,35,0.09421320734122922,0.9651799687010955,0.0029440038192054393,0.9986666666666667,1.0
5,36,0.08279287156026595,0.9726134585289515,0.0019970209210430313,0.9986666666666667,1.0
5,37,0.09006683818751098,0.9628325508607198,0.001432811950039953,1.0,1.0
5,38,0.08740456221138414,0.9714397496087637,0.008151480380270793,0.9986666666666667,1.0
5,39,0.08588746666080421,0.9687010954616588,0.0022234079263380407,0.9986666666666667,1.0
5,40,0.08564993409885907,0.9690923317683882,0.001216186385907046,1.0,1.0
5,41,0.08658978785205988,0.9722222222222222,0.0005891921922163117,1.0,1.0
5,42,0.0707195270806551,0.9765258215962441,0.00020958018272115926,1.0,1.0
5,43,0.0721556262458574,0.974960876369327,0.004232602050128913,0.9986666666666667,1.0
5,44,0.08371240262624244,0.9730046948356808,0.0006307044127176292,1.0,1.0
5,45,0.07131331935029402,0.9745696400625978,0.0021321585884606976,1.0,1.0
5,46,0.07103914315032545,0.9698748043818466,0.001171189020439821,1.0,1.0
5,47,0.07095157657932134,0.9761345852895149,0.0014196274384582163,1.0,1.0
5,48,0.06307514274350028,0.9757433489827856,0.0009402837346776019,1.0,1.0
5,49,0.055032968124686645,0.9816118935837246,0.001154716961192321,1.0,1.0
5,50,0.08028239850392084,0.9663536776212832,0.0006623013481523685,1.0,1.0
5,51,0.047305563492452685,0.9835680751173709,0.00032626829607139977,1.0,1.0
5,52,0.0728850374945639,0.971830985915493,0.000877192557503804,1.0,1.0
